EURUSD;2014.11.18;261649;49513
AUDUSD;2014.11.18;75749;12900
_NQ100;2014.11.18;4004;49378
_DXY;2014.11.18;15409;56694
_SP500;2014.11.18;40553;205309
XAGUSD;2014.11.18;34308;34583
XAUUSD;2014.11.18;77541;108286
USDCAD;2014.11.25;20932;1649
USDCHF;2014.11.25;40654;3061
GBPUSD;2014.11.25;84824;15990
USDJPY;2014.11.25;137981;6358
EURUSD;2014.11.25;260302;51029
AUDUSD;2014.11.25;78695;11035
_NQ100;2014.11.25;4658;47870
_DXY;2014.11.25;16310;56963
_SP500;2014.11.25;40886;200636
XAGUSD;2014.11.25;35892;35720
XAUUSD;2014.11.25;75262;106985
USDCAD;2014.12.02;22001;1940
USDCHF;2014.12.02;40639;3067
GBPUSD;2014.12.02;88838;15989
USDJPY;2014.12.02;142745;4499
EURUSD;2014.12.02;249872;51923
AUDUSD;2014.12.02;82168;11144
_NQ100;2014.12.02;4910;49295
_DXY;2014.12.02;16106;57085
_SP500;2014.12.02;40171;206130
