USDCHF;2014.02.21;0.90171;0.90144;0.87566;0.88743;0.91951;0.86834;0
USDCHF;2014.02.24;0.90028;0.90022;0.87207;0.87806;0.91350;0.86858;0
USDCHF;2014.02.25;0.90018;0.90012;0.87550;0.87796;0.91853;0.86833;0
USDCHF;2014.02.26;0.90019;0.90013;0.87369;0.87897;0.91462;0.86832;0
USDCHF;2014.02.27;0.90164;0.90122;0.87445;0.88789;0.91352;0.86852;0
USDCHF;2014.02.28;0.89999;0.89993;0.87423;0.87897;0.91299;0.86859;0
USDCHF;2014.03.03;0.89351;0.89334;0.87205;0.87712;0.91163;0.86848;0
USDCHF;2014.03.04;0.89423;0.89414;0.86980;0.87840;0.90804;0.86850;0
USDCHF;2014.03.05;0.90006;0.89925;0.88764;0.88392;0.90460;0.88546;0
USDCHF;2014.03.06;0.89997;0.89917;0.88866;0.88392;0.90206;0.88841;0
USDCHF;2014.03.07;0.89345;0.89340;0.88438;0.87671;0.89512;0.88954;0
USDCHF;2014.03.10;0.89060;0.89050;0.88255;0.87719;0.90888;0.86586;0
USDCHF;2014.03.11;0.89049;0.89039;0.88374;0.87719;0.90881;0.86578;0
USDCHF;2014.03.12;0.89049;0.89039;0.88275;0.87719;0.90812;0.86561;0
USDCHF;2014.03.13;0.88847;0.88845;0.88055;0.86957;0.90566;0.86567;0
USDCHF;2014.03.14;0.88907;0.88905;0.88037;0.87017;0.90767;0.86555;0
USDCHF;2014.03.17;0.88556;0.88519;0.87942;0.87017;0.90175;0.86534;0
USDCHF;2014.03.18;0.88462;0.88430;0.87748;0.87017;0.89745;0.86560;0
USDCHF;2014.03.19;0.88462;0.88430;0.87714;0.87017;0.89744;0.86537;0
USDCHF;2014.03.20;0.89320;0.88446;0.87754;0.87698;0.89663;0.86553;0
USDCHF;2014.03.21;0.89320;0.88446;0.87798;0.87691;0.89658;0.86584;0
USDCHF;2014.03.24;0.89320;0.88447;0.87817;0.87690;0.89661;0.86596;0
USDCHF;2014.03.25;0.89126;0.88454;0.88167;0.87554;0.89358;0.87221;0
USDCHF;2014.03.26;0.89295;0.88443;0.88079;0.87706;0.89148;0.87310;0
USDCHF;2014.03.27;0.89295;0.88443;0.88291;0.87706;0.89376;0.87318;0
USDCHF;2014.03.28;0.89585;0.88445;0.88150;0.87953;0.89224;0.87328;0
USDCHF;2014.03.31;0.89585;0.88448;0.88354;0.87981;0.89228;0.87583;0
USDCHF;2014.04.01;0.89059;0.88453;0.88365;0.87697;0.89231;0.87586;0
USDCHF;2014.04.02;0.89059;0.88453;0.88385;0.87698;0.89225;0.87597;0
USDCHF;2014.04.03;0.89585;0.88447;0.88284;0.87983;0.89021;0.87694;0
USDCHF;2014.04.04;0.90025;0.88513;0.88504;0.88248;0.88886;0.88094;0
USDCHF;2014.04.07;0.89637;0.88427;0.88741;0.88399;0.90406;0.86172;0
USDCHF;2014.04.08;0.89172;0.88346;0.88865;0.88275;0.90410;0.86219;0
USDCHF;2014.04.09;0.88760;0.88204;0.88842;0.87836;0.90385;0.86217;0
USDCHF;2014.04.10;0.88495;0.88207;0.88815;0.87505;0.90328;0.86242;0
USDCHF;2014.04.11;0.88091;0.88013;0.88787;0.87258;0.90248;0.86348;0
USDCHF;2014.04.14;0.88069;0.87992;0.88605;0.87258;0.89989;0.86325;0
USDCHF;2014.04.15;0.88443;0.88158;0.88573;0.87485;0.89988;0.86329;0
USDCHF;2014.04.16;0.88423;0.88157;0.88556;0.87485;0.89970;0.86355;0
USDCHF;2014.04.17;0.88423;0.88121;0.88508;0.87436;0.89955;0.86311;0
USDCHF;2014.04.18;0.88684;0.88027;0.88577;0.87846;0.89778;0.86554;0
USDCHF;2014.04.21;0.88684;0.88027;0.88577;0.87846;0.89778;0.86554;0
USDCHF;2014.04.22;0.88684;0.88031;0.88612;0.87856;0.89788;0.86606;0
USDCHF;2014.04.23;0.88641;0.88073;0.88613;0.87867;0.89784;0.86648;0
USDCHF;2014.04.24;0.88639;0.88103;0.88610;0.87867;0.89768;0.86657;0
USDCHF;2014.04.25;0.88639;0.88104;0.88616;0.87877;0.89749;0.86664;0
USDCHF;2014.04.28;0.88375;0.88093;0.88612;0.87617;0.89719;0.86662;0
USDCHF;2014.04.29;0.88375;0.88093;0.88613;0.87617;0.89716;0.86706;0
USDCHF;2014.04.30;0.88629;0.88095;0.88623;0.87878;0.89704;0.86710;0
USDCHF;2014.05.01;0.88373;0.88093;0.88562;0.87617;0.89603;0.86762;0
USDCHF;2014.05.02;0.88373;0.88093;0.88712;0.87617;0.89565;0.86985;0
USDCHF;2014.05.05;0.88383;0.88092;0.88670;0.87617;0.89523;0.86986;0
USDCHF;2014.05.06;0.88387;0.88092;0.88305;0.87617;0.89041;0.87187;0
USDCHF;2014.05.07;0.88018;0.87967;0.88149;0.87212;0.88897;0.87176;0
USDCHF;2014.05.08;0.88013;0.87954;0.88397;0.87245;0.89235;0.86918;0
USDCHF;2014.05.09;0.88383;0.87991;0.88281;0.87623;0.88668;0.87534;0
USDCHF;2014.05.12;0.89992;0.88593;0.89212;0.87995;0.90954;0.87739;0
USDCHF;2014.05.13;0.89992;0.88592;0.89215;0.87995;0.90953;0.87745;0
USDCHF;2014.05.14;0.90110;0.88602;0.89239;0.88198;0.90928;0.87741;0
USDCHF;2014.05.15;0.90110;0.88607;0.89235;0.88213;0.90918;0.87751;0
USDCHF;2014.05.16;0.89659;0.88765;0.89191;0.88245;0.90862;0.87836;0
USDCHF;2014.05.19;0.89621;0.88792;0.89211;0.88277;0.90922;0.87805;0
USDCHF;2014.05.20;0.89617;0.88794;0.89211;0.88277;0.90914;0.87807;0
USDCHF;2014.05.21;0.89609;0.88799;0.89214;0.88277;0.90779;0.87919;0
USDCHF;2014.05.22;0.90400;0.88882;0.89254;0.88731;0.90878;0.87915;0
USDCHF;2014.05.23;0.90390;0.88885;0.89241;0.88729;0.90866;0.87920;0
USDCHF;2014.05.26;0.90351;0.88878;0.89237;0.88719;0.90858;0.87915;0
USDCHF;2014.05.27;0.90351;0.88878;0.89237;0.88719;0.90858;0.87915;0
USDCHF;2014.05.28;0.90340;0.88878;0.89232;0.88713;0.90861;0.87913;0
USDCHF;2014.05.29;0.90445;0.89126;0.89299;0.89035;0.90879;0.88048;0
USDCHF;2014.05.30;0.90445;0.89115;0.89299;0.89020;0.90886;0.88071;0
USDCHF;2014.06.02;0.90088;0.88919;0.89304;0.88682;0.90891;0.88078;0
USDCHF;2014.06.03;0.90416;0.89117;0.89262;0.89016;0.90799;0.88119;0
USDCHF;2014.06.04;0.90049;0.88943;0.89420;0.88682;0.90739;0.88307;0
USDCHF;2014.06.05;0.90416;0.89057;0.89439;0.88938;0.90785;0.88298;0
USDCHF;2014.06.06;0.89549;0.88961;0.89313;0.88250;0.90534;0.88379;0
USDCHF;2014.06.09;0.89822;0.89146;0.89807;0.88758;0.91172;0.87848;0
USDCHF;2014.06.10;0.90090;0.89292;0.89825;0.89223;0.91147;0.87876;0
USDCHF;2014.06.11;0.90090;0.89315;0.89807;0.89223;0.91139;0.87951;0
USDCHF;2014.06.12;0.90150;0.89375;0.89867;0.89283;0.91199;0.88011;0
USDCHF;2014.06.13;0.90150;0.89549;0.90058;0.89325;0.91180;0.88547;0
USDCHF;2014.06.16;0.90150;0.89580;0.90026;0.89414;0.91080;0.88650;0
USDCHF;2014.06.17;0.90150;0.89581;0.90011;0.89415;0.91075;0.88658;0
USDCHF;2014.06.18;0.90150;0.89581;0.90012;0.89415;0.91074;0.88658;0
USDCHF;2014.06.19;0.90150;0.89580;0.90014;0.89413;0.91081;0.88657;0
USDCHF;2014.06.20;0.89883;0.89571;0.89906;0.88828;0.90993;0.88633;0
USDCHF;2014.06.23;0.89882;0.89572;0.89909;0.88828;0.90993;0.88633;0
USDCHF;2014.06.24;0.89882;0.89572;0.89912;0.88828;0.90994;0.88623;0
USDCHF;2014.06.25;0.89882;0.89572;0.89965;0.88828;0.90993;0.88697;0
USDCHF;2014.06.26;0.89662;0.89498;0.89994;0.88667;0.90981;0.88698;0
USDCHF;2014.06.27;0.89871;0.89557;0.89957;0.88845;0.90973;0.88702;0
USDCHF;2014.06.30;0.89659;0.89497;0.90002;0.88668;0.90967;0.88706;0
USDCHF;2014.07.01;0.89446;0.89387;0.89819;0.88140;0.90698;0.88704;0
USDCHF;2014.07.02;0.89447;0.89389;0.89257;0.88140;0.90112;0.88747;0
USDCHF;2014.07.03;0.89447;0.89385;0.88864;0.88152;0.89623;0.88796;0
USDCHF;2014.07.04;0.89743;0.89482;0.88955;0.88994;0.91392;0.87723;0
USDCHF;2014.07.07;0.89743;0.89482;0.88955;0.88994;0.91392;0.87723;0
